,Name,RAdeg,DEdeg,GLON,GLAT,ePos,Signi,EF30-100,e_EF30-100,EF100-300,e_EF100-300,F30-100,e_F30-100,F100-300,e_F100-300,Class1,z,Assoc1,Assoc3FGL,AssocCOMP
38,1FLE J1247-2541,191.797394,-25.694769,301.730865,37.167072,0.245112,9.306,2.04868e-11,6.17827e-12,1.67636e-11,4.75905e-12,2.45901e-07,7.41572e-08,7.79685e-08,1.8112e-08,fsrq ,0.635,3FGL J1246.7-2547 ,3FGL J1246.7-2547 ,                       
39,1FLE J1753+7815,268.377991,78.265411,109.86171,29.453505,0.245604,7.723,2.04348e-11,6.1626e-12,1.56262e-11,4.43616e-12,2.45277e-07,7.39691e-08,7.77707e-08,1.68831e-08,bll  ,0.68,3FGL J1800.5+7827 ,3FGL J1800.5+7827 ,                       
40,1FLE J2141-7616,325.360413,-76.28154,315.38797,-35.843239,0.245522,11.076,1.99095e-11,6.00417e-12,2.36317e-11,6.70884e-12,2.38971e-07,7.20675e-08,7.57714e-08,2.55325e-08,fsrq ,1.138,3FGL J2147.3-7536 ,3FGL J2147.3-7536 ,                       
41,1FLE J0221+7403,35.413559,74.065613,129.118622,12.287453,0.245604,5.91,1.88581e-11,5.6871e-12,1.82191e-11,5.17224e-12,2.26351e-07,6.82617e-08,7.177e-08,1.96845e-08,fsrq ,2.367,3FGL J0217.5+7349 ,3FGL J0217.5+7349 ,                       
42,1FLE J2227-0838,336.994843,-8.646634,54.720078,-51.407719,0.245358,10.516,1.87103e-11,5.64253e-12,1.70666e-11,4.84507e-12,2.24577e-07,6.77267e-08,7.12075e-08,1.84394e-08,fsrq ,1.56,3FGL J2229.7-0833 ,3FGL J2229.7-0833 ,                       
43,1FLE J1100+8117,165.055725,81.291176,127.86264,34.744987,0.24618,6.884,1.76693e-11,5.32861e-12,8.89355e-12,2.5248e-12,2.12083e-07,6.39588e-08,6.72459e-08,9.60888e-09,fsrq ,0.706,3FGL J1058.4+8112 ,3FGL J1058.4+8112 ,                       
44,1FLE J1125-1907,171.397919,-19.121937,276.403809,39.287106,0.245358,9.161,1.7655e-11,5.32428e-12,1.26114e-11,3.58026e-12,2.11911e-07,6.39069e-08,6.71913e-08,1.36258e-08,fsrq ,1.048,3FGL J1127.0-1857 ,3FGL J1127.0-1857 ,                       
45,1FLE J1031+6001,157.96553,60.01952,149.012619,49.441757,0.245686,7.539,1.76525e-11,5.32352e-12,1.40817e-11,3.99767e-12,2.11881e-07,6.38977e-08,6.71817e-08,1.52143e-08,fsrq ,1.23,3FGL J1031.6+6021 ,3FGL J1031.6+6021 ,                       
46,1FLE J2035+1102,308.837006,11.042085,55.488472,-17.174297,0.24585,8.542,1.76238e-11,5.31488e-12,1.69702e-11,4.81771e-12,2.11537e-07,6.37939e-08,6.70726e-08,1.83352e-08,fsrq ,0.601,3FGL J2035.3+1055 ,3FGL J2035.3+1055 ,                       
47,1FLE J0238+1638,39.521538,16.646463,156.601944,-39.153347,0.245768,9.115,1.72745e-11,5.20954e-12,1.64076e-11,4.65798e-12,2.07344e-07,6.25296e-08,6.57433e-08,1.77273e-08,bll  ,0.94,3FGL J0238.6+1636 ,3FGL J0238.6+1636 ,                       
48,1FLE J0506+0528,76.739433,5.474629,195.260956,-20.275213,0.245358,8.158,1.69199e-11,5.59993e-12,1.72174e-11,4.88789e-12,2.03088e-07,6.72155e-08,6.43937e-08,1.86023e-08,bll  ,0.0,3FGL J0509.4+0541 ,3FGL J0509.4+0541 ,                       
49,1FLE J1735+7015,263.943878,70.265305,100.86084,31.777536,0.245768,3.796,1.66316e-11,5.50453e-12,0.0,0.0,1.99628e-07,6.60704e-08,6.32966e-08,0.0,bll  ,0.77,3FGL J1748.6+7005 ,3FGL J1748.6+7005 ,                       
50,1FLE J1845+3238,281.341614,32.6492,62.109428,15.41746,0.246097,6.591,1.65403e-11,5.47432e-12,1.53856e-11,4.36784e-12,1.98532e-07,6.57077e-08,6.29492e-08,1.66231e-08,fsrq ,0.798,3FGL J1848.4+3216 ,3FGL J1848.4+3216 ,                       
51,1FLE J2028+7651,307.171936,76.864517,110.102119,21.148277,0.246015,5.809,1.63832e-11,5.42232e-12,7.0083e-12,2.80332e-12,1.96646e-07,6.50836e-08,6.23513e-08,1.06689e-08,bll  ,0.594,3FGL J2022.5+7612 ,3FGL J2022.5+7612 ,                       
52,1FLE J1958-3919,299.556274,-39.332378,0.942423,-29.129808,0.246262,6.569,1.60599e-11,5.31531e-12,7.91096e-12,3.16438e-12,1.92765e-07,6.37991e-08,6.11208e-08,1.2043e-08,fsrq ,0.63,3FGL J1958.0-3847 ,3FGL J1958.0-3847 ,                       
53,1FLE J1333-1250,203.373672,-12.845874,318.584076,48.743546,0.245686,7.771,1.59631e-11,5.28326e-12,1.06164e-11,3.01392e-12,1.91603e-07,6.34145e-08,6.07522e-08,1.14704e-08,fsrq ,1.498,3FGL J1332.6-1256 ,3FGL J1332.6-1256 ,                       
54,1FLE J0738+0133,114.542725,1.559293,216.910507,11.102489,0.245276,8.443,1.58868e-11,5.25801e-12,1.44129e-11,4.09169e-12,1.90687e-07,6.31114e-08,6.04619e-08,1.55721e-08,fsrq ,0.18941,3FGL J0739.4+0137 ,3FGL J0739.4+0137 ,                       
55,1FLE J2345-1611,356.476593,-16.189926,65.343063,-71.28566,0.245604,9.405,1.57361e-11,5.20815e-12,1.65497e-11,4.69831e-12,1.88879e-07,6.25129e-08,5.98885e-08,1.78808e-08,fsrq ,0.621,3FGL J2345.2-1554 ,3FGL J2345.2-1554 ,                       
56,1FLE J1201+2934,180.255737,29.566936,197.579636,78.649223,0.245933,7.904,1.54016e-11,5.09744e-12,1.35536e-11,3.84774e-12,1.84864e-07,6.11841e-08,5.86155e-08,1.46437e-08,fsrq ,0.725,3FGL J1159.5+2914 ,3FGL J1159.5+2914 ,                       
57,1FLE J0921+4425,140.416031,44.420681,176.077576,44.959591,0.245933,7.164,1.52181e-11,5.03669e-12,1.27524e-11,3.62031e-12,1.82661e-07,6.04549e-08,5.79169e-08,1.37782e-08,fsrq ,2.19,3FGL J0920.9+4442 ,3FGL J0920.9+4442 ,                       
58,1FLE J1332-0518,203.206635,-5.314777,321.608307,56.048859,0.245686,7.718,1.51654e-11,5.01924e-12,1.19299e-11,3.38681e-12,1.82028e-07,6.02455e-08,5.77163e-08,1.28895e-08,fsrq ,2.15,3FGL J1332.0-0508 ,3FGL J1332.0-0508 ,                       
59,1FLE J1518-2422,229.720459,-24.377733,340.920227,27.411661,0.246345,3.564,1.46828e-11,4.85954e-12,8.93029e-12,2.53523e-12,1.76237e-07,5.83286e-08,5.58799e-08,9.64858e-09,bll  ,0.048,3FGL J1517.6-2422 ,3FGL J1517.6-2422 ,                       
60,1FLE J0448-4535,72.19001,-45.594223,251.099045,-40.046879,0.24618,6.624,1.45837e-11,4.82673e-12,1.05975e-11,3.00853e-12,1.75047e-07,5.79348e-08,5.55026e-08,1.14499e-08,fsrq ,0.858,3FGL J0455.7-4617 ,3FGL J0455.7-4617 ,                       
61,1FLE J0818+4202,124.669212,42.040665,178.642166,33.430103,0.24585,6.827,1.44755e-11,4.79093e-12,1.06813e-11,3.03233e-12,1.73748e-07,5.7505e-08,5.50909e-08,1.15404e-08,bll  ,0.53,3FGL J0818.2+4223 ,3FGL J0818.2+4223 ,                       
62,1FLE J1436+2409,219.17157,24.162714,31.70929,66.139145,0.245604,7.457,1.43438e-11,4.74733e-12,6.98899e-12,2.79559e-12,1.72167e-07,5.69817e-08,5.45896e-08,1.06395e-08,fsrq ,1.544,3FGL J1436.8+2322 ,3FGL J1436.8+2322 ,                       
63,1FLE J0304-6121,46.117485,-61.355083,279.209991,-49.194935,0.245933,6.713,1.42848e-11,4.7278e-12,1.0635e-11,3.01917e-12,1.71459e-07,5.67473e-08,5.4365e-08,1.14904e-08,fsrq ,1.48,3FGL J0309.9-6057 ,3FGL J0309.9-6057 ,                       
64,1FLE J1914-2017,288.500305,-20.285198,16.996912,-13.894795,0.24585,4.403,1.41464e-11,4.68199e-12,1.57946e-11,4.48394e-12,1.69798e-07,5.61975e-08,5.38382e-08,1.7065e-08,fsrq ,1.119,3FGL J1911.2-2006 ,3FGL J1911.2-2006 ,                       
65,1FLE J1703+6815,255.825256,68.258278,99.183014,34.986965,0.246097,5.999,1.41069e-11,4.66892e-12,1.21452e-11,3.44791e-12,1.69324e-07,5.60406e-08,5.3688e-08,1.3122e-08,fsrq ,0.301,3FGL J1700.1+6829 ,3FGL J1700.1+6829 ,                       
66,1FLE J2001+6556,300.250488,65.9468,98.800995,17.936829,0.246262,4.976,1.40949e-11,4.66494e-12,1.07614e-11,3.05507e-12,1.69179e-07,5.59928e-08,5.36422e-08,1.1627e-08,fsrq ,1.325,3FGL J2007.3+6605 ,3FGL J2007.3+6605 ,                       
67,1FLE J0339-0133,54.765633,-1.558812,187.672516,-42.417168,0.245031,8.013,1.39039e-11,4.60174e-12,1.08001e-11,3.06607e-12,1.66887e-07,5.52343e-08,5.29155e-08,1.16688e-08,fsrq ,0.85,3FGL J0339.5-0146 ,3FGL J0339.5-0146 ,                       
68,1FLE J0254-2221,43.605782,-22.363956,210.051987,-61.745876,0.24544,8.273,1.38342e-11,4.57868e-12,1.14474e-11,3.24981e-12,1.66051e-07,5.49574e-08,5.26502e-08,1.23681e-08,fsrq ,1.427,3FGL J0252.8-2218 ,3FGL J0252.8-2218 ,                       
69,1FLE J0136+4752,24.22703,47.867603,130.774933,-14.310504,0.245768,5.844,1.38158e-11,4.5726e-12,1.02662e-11,2.91447e-12,1.6583e-07,5.48844e-08,5.25803e-08,1.10919e-08,fsrq ,0.859,3FGL J0137.0+4752 ,3FGL J0137.0+4752 ,                       
70,1FLE J0246-4621,41.688938,-46.356407,260.833099,-60.23682,0.245768,6.968,1.35697e-11,4.49113e-12,1.04173e-11,2.95738e-12,1.62876e-07,5.39066e-08,5.16435e-08,1.12552e-08,fsrq ,1.385,3FGL J0245.9-4651 ,3FGL J0245.9-4651 ,                       
71,1FLE J1256-2314,194.127899,-23.247343,304.444733,39.609501,0.24544,6.626,1.34164e-11,4.44039e-12,8.90509e-12,2.52808e-12,1.61036e-07,5.32976e-08,5.10601e-08,9.62136e-09,fsrq ,1.303,3FGL J1258.7-2219 ,3FGL J1258.7-2219 ,                       
72,1FLE J0855+2014,133.951645,20.244629,206.749527,36.085747,0.245686,7.712,1.33868e-11,4.4306e-12,1.0686e-11,3.03367e-12,1.6068e-07,5.318e-08,5.09475e-08,1.15455e-08,bll  ,0.306,3FGL J0854.8+2006 ,3FGL J0854.8+2006 ,                       
73,1FLE J0329-3724,52.265808,-37.407497,240.278717,-55.409901,0.245686,4.07,1.33632e-11,4.42277e-12,0.0,0.0,1.60397e-07,5.30861e-08,5.08575e-08,0.0,bll  ,0.0,3FGL J0334.3-3726 ,3FGL J0334.3-3726 ,                       
74,1FLE J1138+3832,174.699005,38.540806,171.437775,71.005943,0.246345,6.569,1.33463e-11,4.4172e-12,0.0,0.0,1.60194e-07,5.30192e-08,5.07934e-08,0.0,fsrq ,1.733,3FGL J1131.4+3819 ,3FGL J1131.4+3819 ,                       
75,1FLE J2311+3404,347.989807,34.074013,100.439224,-24.415888,0.203101,6.5,1.3282e-11,4.39593e-12,1.05854e-11,3.00511e-12,1.59423e-07,5.27639e-08,5.05488e-08,1.14368e-08,fsrq ,1.817,3FGL J2311.0+3425 ,3FGL J2311.0+3425 ,                       
76,1FLE J1059+0208,164.937729,2.141416,251.21756,53.405224,0.245522,7.681,1.32255e-11,4.37722e-12,1.13529e-11,3.22298e-12,1.58745e-07,5.25393e-08,5.03336e-08,1.2266e-08,bll  ,0.89,3FGL J1058.5+0133 ,3FGL J1058.5+0133 ,                       
77,1FLE J0823-2228,125.890945,-22.47579,243.639923,8.477901,0.245604,4.419,1.30738e-11,4.32701e-12,0.0,0.0,1.56924e-07,5.19366e-08,4.97563e-08,0.0,bll  ,0.911,3FGL J0825.9-2230 ,3FGL J0825.9-2230 ,                       
78,1FLE J1125+3639,171.40921,36.665295,179.859894,69.509644,0.245522,4.092,1.30644e-11,4.3239e-12,0.0,0.0,1.56811e-07,5.18993e-08,4.97205e-08,0.0,fsrq ,0.884,3FGL J1127.8+3618 ,3FGL J1127.8+3618 ,                       
79,1FLE J0649+4529,102.36554,45.497055,170.644455,18.653027,0.246015,5.554,1.28094e-11,4.23948e-12,6.22982e-12,2.49193e-12,1.53749e-07,5.08861e-08,4.87498e-08,9.48377e-09,fsrq ,0.933,3FGL J0654.4+4514 ,3FGL J0654.4+4514 ,                       
80,1FLE J1456-3612,224.192612,-36.200909,329.478241,20.128336,0.245933,4.547,1.27262e-11,4.21197e-12,7.1741e-12,2.86964e-12,1.52752e-07,5.05558e-08,4.84334e-08,1.09213e-08,fsrq ,1.424,3FGL J1457.4-3539 ,3FGL J1457.4-3539 ,                       
81,1FLE J1626-7732,246.658585,-77.547241,313.561768,-19.384718,0.245933,5.147,1.27004e-11,4.20342e-12,6.45856e-12,2.58342e-12,1.52441e-07,5.04532e-08,4.83351e-08,9.83199e-09,fsrq ,1.71,3FGL J1617.7-7717 ,3FGL J1617.7-7717 ,                       
82,1FLE J0805-0743,121.393646,-7.723617,228.583725,12.653376,0.245768,6.842,1.25168e-11,4.14265e-12,1.24304e-11,3.52888e-12,1.50238e-07,4.97238e-08,4.76364e-08,1.34302e-08,fsrq ,1.837,3FGL J0808.2-0751 ,3FGL J0808.2-0751 ,                       
83,1FLE J1309+3302,197.398254,33.038826,90.443214,82.905663,0.245604,6.517,1.24453e-11,4.11901e-12,8.88872e-12,2.52343e-12,1.4938e-07,4.944e-08,4.73645e-08,9.60367e-09,fsrq ,0.997,3FGL J1310.6+3222 ,3FGL J1310.6+3222 ,                       
84,1FLE J1603+5734,240.81636,57.572655,88.799751,44.787918,0.24618,5.293,1.2245e-11,4.05268e-12,7.00297e-12,2.80119e-12,1.46975e-07,4.8644e-08,4.66018e-08,1.06608e-08,fsrq ,0.72,3FGL J1604.6+5714 ,3FGL J1604.6+5714 ,                       
85,1FLE J1625-2926,246.427643,-29.434141,349.079071,13.664161,0.246676,4.228,1.20618e-11,3.99208e-12,1.36836e-11,3.88466e-12,1.44777e-07,4.79165e-08,4.59049e-08,1.47842e-08,fsrq ,0.815,3FGL J1626.0-2951 ,3FGL J1626.0-2951 ,PKS_1622-297           
86,1FLE J1219+2943,184.863251,29.733126,190.73082,82.503471,0.245933,3.589,1.19146e-11,3.94336e-12,8.68924e-12,2.4668e-12,1.4301e-07,4.73317e-08,4.53447e-08,9.38814e-09,bll  ,0.13,3FGL J1217.8+3007 ,3FGL J1217.8+3007 ,                       
87,1FLE J1739+5134,264.82605,51.574345,78.816315,31.901257,0.24585,4.799,1.16594e-11,3.85887e-12,8.88305e-12,2.52182e-12,1.39946e-07,4.63177e-08,4.43732e-08,9.59754e-09,fsrq ,1.381,3FGL J1740.3+5211 ,3FGL J1740.3+5211 ,                       
88,1FLE J2209-8335,332.365326,-83.59446,307.827942,-31.91399,0.24585,4.873,1.15241e-11,3.8141e-12,9.83317e-12,2.79155e-12,1.38322e-07,4.57802e-08,4.38583e-08,1.06241e-08,fsrq ,1.865,3FGL J2202.4-8339 ,3FGL J2202.4-8339 ,                       
